0 	 0 	 -0.556 	  0.000 	 -0.000
0 	 1 	 -0.545 	  0.000 	 -0.000
0 	 2 	 -0.511 	  0.000 	 -0.000
0 	 3 	 -0.456 	  0.000 	 -0.000
0 	 4 	 -0.383 	  0.000 	 -0.000
0 	 5 	 -0.294 	  0.000 	 -0.000
0 	 6 	 -0.193 	  0.000 	 -0.000
0 	 7 	 -0.084 	  0.000 	 -0.000
0 	 8 	  0.028 	  0.000 	  0.000
0 	 9 	  0.139 	  0.000 	  0.000
0 	 10 	  0.245 	  0.000 	  0.000
0 	 11 	  0.340 	  0.000 	  0.000
0 	 12 	  0.422 	  0.000 	  0.000
0 	 13 	  0.486 	  0.000 	  0.000
0 	 14 	  0.531 	  0.000 	  0.000
0 	 15 	  0.553 	  0.000 	  0.000
0 	 16 	  0.553 	 -0.000 	  0.000
0 	 17 	  0.531 	 -0.000 	  0.000
0 	 18 	  0.486 	 -0.000 	  0.000
0 	 19 	  0.422 	 -0.000 	  0.000
0 	 20 	  0.340 	 -0.000 	  0.000
0 	 21 	  0.245 	 -0.000 	  0.000
0 	 22 	  0.139 	 -0.000 	  0.000
0 	 23 	  0.028 	 -0.000 	  0.000
0 	 24 	 -0.084 	 -0.000 	 -0.000
0 	 25 	 -0.193 	 -0.000 	 -0.000
0 	 26 	 -0.294 	 -0.000 	 -0.000
0 	 27 	 -0.383 	 -0.000 	 -0.000
0 	 28 	 -0.456 	 -0.000 	 -0.000
0 	 29 	 -0.511 	 -0.000 	 -0.000
0 	 30 	 -0.545 	 -0.000 	 -0.000

1 	 0 	 -0.545 	  0.000 	 -0.056
1 	 1 	 -0.534 	  0.000 	 -0.055
1 	 2 	 -0.501 	  0.000 	 -0.051
1 	 3 	 -0.447 	  0.000 	 -0.046
1 	 4 	 -0.375 	  0.000 	 -0.039
1 	 5 	 -0.288 	  0.000 	 -0.030
1 	 6 	 -0.189 	  0.000 	 -0.019
1 	 7 	 -0.082 	  0.000 	 -0.008
1 	 8 	  0.028 	  0.000 	  0.003
1 	 9 	  0.137 	  0.000 	  0.014
1 	 10 	  0.240 	  0.000 	  0.025
1 	 11 	  0.333 	  0.000 	  0.034
1 	 12 	  0.413 	  0.000 	  0.042
1 	 13 	  0.476 	  0.000 	  0.049
1 	 14 	  0.520 	  0.000 	  0.053
1 	 15 	  0.542 	  0.000 	  0.056
1 	 16 	  0.542 	 -0.000 	  0.056
1 	 17 	  0.520 	 -0.000 	  0.053
1 	 18 	  0.476 	 -0.000 	  0.049
1 	 19 	  0.413 	 -0.000 	  0.042
1 	 20 	  0.333 	 -0.000 	  0.034
1 	 21 	  0.240 	 -0.000 	  0.025
1 	 22 	  0.137 	 -0.000 	  0.014
1 	 23 	  0.028 	 -0.000 	  0.003
1 	 24 	 -0.082 	 -0.000 	 -0.008
1 	 25 	 -0.189 	 -0.000 	 -0.019
1 	 26 	 -0.288 	 -0.000 	 -0.030
1 	 27 	 -0.375 	 -0.000 	 -0.039
1 	 28 	 -0.447 	 -0.000 	 -0.046
1 	 29 	 -0.501 	 -0.000 	 -0.051
1 	 30 	 -0.534 	 -0.000 	 -0.055

2 	 0 	 -0.511 	  0.000 	 -0.110
2 	 1 	 -0.501 	  0.000 	 -0.107
2 	 2 	 -0.470 	  0.000 	 -0.101
2 	 3 	 -0.419 	  0.000 	 -0.090
2 	 4 	 -0.352 	  0.000 	 -0.076
2 	 5 	 -0.270 	  0.000 	 -0.058
2 	 6 	 -0.177 	  0.000 	 -0.038
2 	 7 	 -0.077 	  0.000 	 -0.017
2 	 8 	  0.026 	  0.000 	  0.006
2 	 9 	  0.128 	  0.000 	  0.027
2 	 10 	  0.225 	  0.000 	  0.048
2 	 11 	  0.313 	  0.000 	  0.067
2 	 12 	  0.388 	  0.000 	  0.083
2 	 13 	  0.447 	  0.000 	  0.096
2 	 14 	  0.488 	  0.000 	  0.105
2 	 15 	  0.508 	  0.000 	  0.109
2 	 16 	  0.508 	 -0.000 	  0.109
2 	 17 	  0.488 	 -0.000 	  0.105
2 	 18 	  0.447 	 -0.000 	  0.096
2 	 19 	  0.388 	 -0.000 	  0.083
2 	 20 	  0.313 	 -0.000 	  0.067
2 	 21 	  0.225 	 -0.000 	  0.048
2 	 22 	  0.128 	 -0.000 	  0.027
2 	 23 	  0.026 	 -0.000 	  0.006
2 	 24 	 -0.077 	 -0.000 	 -0.017
2 	 25 	 -0.177 	 -0.000 	 -0.038
2 	 26 	 -0.270 	 -0.000 	 -0.058
2 	 27 	 -0.352 	 -0.000 	 -0.076
2 	 28 	 -0.419 	 -0.000 	 -0.090
2 	 29 	 -0.470 	 -0.000 	 -0.101
2 	 30 	 -0.501 	 -0.000 	 -0.107

3 	 0 	 -0.456 	  0.000 	 -0.159
3 	 1 	 -0.447 	  0.000 	 -0.156
3 	 2 	 -0.419 	  0.000 	 -0.146
3 	 3 	 -0.375 	  0.000 	 -0.130
3 	 4 	 -0.314 	  0.000 	 -0.109
3 	 5 	 -0.241 	  0.000 	 -0.084
3 	 6 	 -0.159 	  0.000 	 -0.055
3 	 7 	 -0.069 	  0.000 	 -0.024
3 	 8 	  0.023 	  0.000 	  0.008
3 	 9 	  0.114 	  0.000 	  0.040
3 	 10 	  0.201 	  0.000 	  0.070
3 	 11 	  0.279 	  0.000 	  0.097
3 	 12 	  0.346 	  0.000 	  0.121
3 	 13 	  0.399 	  0.000 	  0.139
3 	 14 	  0.435 	  0.000 	  0.152
3 	 15 	  0.454 	  0.000 	  0.158
3 	 16 	  0.454 	 -0.000 	  0.158
3 	 17 	  0.435 	 -0.000 	  0.152
3 	 18 	  0.399 	 -0.000 	  0.139
3 	 19 	  0.346 	 -0.000 	  0.121
3 	 20 	  0.279 	 -0.000 	  0.097
3 	 21 	  0.201 	 -0.000 	  0.070
3 	 22 	  0.114 	 -0.000 	  0.040
3 	 23 	  0.023 	 -0.000 	  0.008
3 	 24 	 -0.069 	 -0.000 	 -0.024
3 	 25 	 -0.159 	 -0.000 	 -0.055
3 	 26 	 -0.241 	 -0.000 	 -0.084
3 	 27 	 -0.314 	 -0.000 	 -0.109
3 	 28 	 -0.375 	 -0.000 	 -0.130
3 	 29 	 -0.419 	 -0.000 	 -0.146
3 	 30 	 -0.447 	 -0.000 	 -0.156

4 	 0 	 -0.383 	  0.000 	 -0.202
4 	 1 	 -0.375 	  0.000 	 -0.197
4 	 2 	 -0.352 	  0.000 	 -0.185
4 	 3 	 -0.314 	  0.000 	 -0.165
4 	 4 	 -0.264 	  0.000 	 -0.139
4 	 5 	 -0.203 	  0.000 	 -0.107
4 	 6 	 -0.133 	  0.000 	 -0.070
4 	 7 	 -0.058 	  0.000 	 -0.031
4 	 8 	  0.019 	  0.000 	  0.010
4 	 9 	  0.096 	  0.000 	  0.051
4 	 10 	  0.169 	  0.000 	  0.089
4 	 11 	  0.235 	  0.000 	  0.123
4 	 12 	  0.291 	  0.000 	  0.153
4 	 13 	  0.335 	  0.000 	  0.176
4 	 14 	  0.366 	  0.000 	  0.192
4 	 15 	  0.381 	  0.000 	  0.200
4 	 16 	  0.381 	 -0.000 	  0.200
4 	 17 	  0.366 	 -0.000 	  0.192
4 	 18 	  0.335 	 -0.000 	  0.176
4 	 19 	  0.291 	 -0.000 	  0.153
4 	 20 	  0.235 	 -0.000 	  0.123
