0.010000	0.000000
0.020000	0.004012
0.030000	0.220439
0.040000	0.092276
0.050000	0.307468
0.060000	0.309017
0.070000	0.309346
0.080000	0.520885
0.090000	0.386648
0.100000	0.594605
0.110000	0.587785
0.120000	0.578645
0.130000	0.779653
0.140000	0.633863
0.150000	0.829292
0.160000	0.809017
0.170000	0.785549
0.180000	0.971412
0.190000	0.809721
0.200000	0.988555
0.210000	0.951057
0.220000	0.909805
0.230000	1.077393
0.240000	0.897009
0.250000	1.056805
0.260000	1.000000
0.270000	0.939248
0.280000	1.087220
0.290000	0.887182
0.300000	1.027362
0.310000	0.951057
0.320000	0.870998
0.330000	0.999933
0.340000	0.781201
0.350000	0.903106
0.360000	0.809017
0.370000	0.711735
0.380000	0.824074
0.390000	0.589441
0.400000	0.696203
0.410000	0.587785
0.420000	0.477048
0.430000	0.576859
0.440000	0.330674
0.450000	0.426903
0.460000	0.309017
0.470000	0.189911
0.480000	0.282487
0.490000	0.030228
0.500000	0.121569
0.510000	0.000000
0.520000	-0.121569
0.530000	-0.030228
0.540000	-0.282487
0.550000	-0.189911
0.560000	-0.309017
0.570000	-0.426903
0.580000	-0.330674
0.590000	-0.576859
0.600000	-0.477048
0.610000	-0.587785
0.620000	-0.696203
0.630000	-0.589441
0.640000	-0.824074
0.650000	-0.711735
0.660000	-0.809017
0.670000	-0.903106
0.680000	-0.781201
0.690000	-0.999933
0.700000	-0.870998
0.710000	-0.951057
0.720000	-1.027362
0.730000	-0.887182
0.740000	-1.087220
0.750000	-0.939248
0.760000	-1.000000
0.770000	-1.056805
0.780000	-0.897009
0.790000	-1.077393
0.800000	-0.909805
0.810000	-0.951057
0.820000	-0.988555
0.830000	-0.809721
0.840000	-0.971412
0.850000	-0.785549
0.860000	-0.809017
0.870000	-0.829292
0.880000	-0.633863
0.890000	-0.779653
0.900000	-0.578645
0.910000	-0.587785
0.920000	-0.594605
0.930000	-0.386648
0.940000	-0.520885
0.950000	-0.309346
0.960000	-0.309017
0.970000	-0.307468
0.980000	-0.092276
0.990000	-0.220439
1.000000	-0.004012
1.010000	-0.000000
1.020000	0.004012
1.030000	0.220439
1.040000	0.092276
1.050000	0.307468
1.060000	0.309017
1.070000	0.309346
1.080000	0.520885
1.090000	0.386648
1.100000	0.594605
1.110000	0.587785
1.120000	0.578645
1.130000	0.779653
1.140000	0.633863
1.150000	0.829292
1.160000	0.809017
1.170000	0.785549
1.180000	0.971412
1.190000	0.809721
1.200000	0.988555
1.210000	0.951057
1.220000	0.909805
1.230000	1.077393
1.240000	0.897009
1.250000	1.056805
1.260000	1.000000
1.270000	0.939248
1.280000	1.087220
1.290000	0.887182
1.300000	1.027362
1.310000	0.951057
1.320000	0.870998
1.330000	0.999933
1.340000	0.781201
1.350000	0.903106
1.360000	0.809017
1.370000	0.711735
1.380000	0.824074
1.390000	0.589441
1.400000	0.696203
1.410000	0.587785
1.420000	0.477048
1.430000	0.576859
1.440000	0.330674
1.450000	0.426903
1.460000	0.309017
1.470000	0.189911
1.480000	0.282487
1.490000	0.030228
1.500000	0.121569
1.510000	0.000000
1.520000	-0.121569
1.530000	-0.030228
1.540000	-0.282487
1.550000	-0.189911
1.560000	-0.309017
1.570000	-0.426903
1.580000	-0.330674
1.590000	-0.576859
1.600000	-0.477048
1.610000	-0.587785
1.620000	-0.696203
1.630000	-0.589441
1.640000	-0.824074
1.650000	-0.711735
1.660000	-0.809017
1.670000	-0.903106
1.680000	-0.781201
1.690000	-0.999933
1.700000	-0.870998
1.710000	-0.951057
1.720000	-1.027362
1.730000	-0.887182
1.740000	-1.087220
1.750000	-0.939248
1.760000	-1.000000
1.770000	-1.056805
1.780000	-0.897009
1.790000	-1.077393
1.800000	-0.909805
1.810000	-0.951057
1.820000	-0.988555
1.830000	-0.809721
1.840000	-0.971412
1.850000	-0.785549
1.860000	-0.809017
1.870000	-0.829292
1.880000	-0.633863
1.890000	-0.779653
1.900000	-0.578645
1.910000	-0.587785
1.920000	-0.594605
1.930000	-0.386648
1.940000	-0.520885
1.950000	-0.309346
1.960000	-0.309017
1.970000	-0.307468
1.980000	-0.092276
1.990000	-0.220439
2.000000	-0.004012
2.010000	-0.000000
2.020000	0.004012
2.030000	0.220439
2.040000	0.092276
2.050000	0.307468
2.060000	0.309017
2.070000	0.309346
2.080000	0.520885
2.090000	0.386648
2.100000	0.594605
2.110000	0.587785
2.120000	0.578645
2.130000	0.779653
2.140000	0.633863
2.150000	0.829292
2.160000	0.809017
2.170000	0.785549
2.180000	0.971412
2.190000	0.809721
2.200000	0.988555
2.210000	0.951057
2.220000	0.909805
2.230000	1.077393
2.240000	0.897009
2.250000	1.056805
2.260000	1.000000
2.270000	0.939248
2.280000	1.087220
2.290000	0.887182
2.300000	1.027362
2.310000	0.951057
2.320000	0.870998
2.330000	0.999933
2.340000	0.781201
2.350000	0.903106
2.360000	0.809017
2.370000	0.711735
2.380000	0.824074
2.390000	0.589441
2.400000	0.696203
2.410000	0.587785
2.420000	0.477048
2.430000	0.576859
2.440000	0.330674
2.450000	0.426903
2.460000	0.309017
2.470000	0.189911
2.480000	0.282487
2.490000	0.030228
2.500000	0.121569
2.510000	-0.000000
2.520000	-0.121569
2.530000	-0.030228
2.540000	-0.282487
2.550000	-0.189911
2.560000	-0.309017
2.570000	-0.426903
2.580000	-0.330674
2.590000	-0.576859
2.600000	-0.477048
2.610000	-0.587785
2.620000	-0.696203
2.630000	-0.589441
2.640000	-0.824074
2.650000	-0.711735
2.660000	-0.809017
2.670000	-0.903106
2.680000	-0.781201
2.690000	-0.999933
2.700000	-0.870998
2.710000	-0.951057
2.720000	-1.027362
2.730000	-0.887182
2.740000	-1.087220
2.750000	-0.939248
2.760000	-1.000000
2.770000	-1.056805
2.780000	-0.897009
2.790000	-1.077393
2.800000	-0.909805
2.810000	-0.951057
2.820000	-0.988555
2.830000	-0.809721
2.840000	-0.971412
2.850000	-0.785549
2.860000	-0.809017
2.870000	-0.829292
2.880000	-0.633863
