0 	 0 	 -2.000 	  0.000 	 -0.000
0 	 1 	 -1.959 	  0.201 	 -0.000
0 	 2 	 -1.838 	  0.394 	 -0.000
0 	 3 	 -1.642 	  0.571 	 -0.000
0 	 4 	 -1.378 	  0.725 	 -0.000
0 	 5 	 -1.058 	  0.849 	 -0.000
0 	 6 	 -0.695 	  0.938 	 -0.000
0 	 7 	 -0.303 	  0.988 	 -0.000
0 	 8 	  0.101 	  0.999 	  0.000
0 	 9 	  0.501 	  0.968 	  0.000
0 	 10 	  0.881 	  0.898 	  0.000
0 	 11 	  1.224 	  0.791 	  0.000
0 	 12 	  1.518 	  0.651 	  0.000
0 	 13 	  1.749 	  0.485 	  0.000
0 	 14 	  1.908 	  0.299 	  0.000
0 	 15 	  1.990 	  0.101 	  0.000
0 	 16 	  1.990 	 -0.101 	  0.000
0 	 17 	  1.908 	 -0.299 	  0.000
0 	 18 	  1.749 	 -0.485 	  0.000
0 	 19 	  1.518 	 -0.651 	  0.000
0 	 20 	  1.224 	 -0.791 	  0.000
0 	 21 	  0.881 	 -0.898 	  0.000
0 	 22 	  0.501 	 -0.968 	  0.000
0 	 23 	  0.101 	 -0.999 	  0.000
0 	 24 	 -0.303 	 -0.988 	 -0.000
0 	 25 	 -0.695 	 -0.938 	 -0.000
0 	 26 	 -1.058 	 -0.849 	 -0.000
0 	 27 	 -1.378 	 -0.725 	 -0.000
0 	 28 	 -1.642 	 -0.571 	 -0.000
0 	 29 	 -1.838 	 -0.394 	 -0.000
0 	 30 	 -1.959 	 -0.201 	 -0.000

1 	 0 	 -1.959 	  0.000 	 -0.201
1 	 1 	 -1.919 	  0.197 	 -0.197
1 	 2 	 -1.800 	  0.386 	 -0.185
1 	 3 	 -1.608 	  0.560 	 -0.165
1 	 4 	 -1.350 	  0.710 	 -0.139
1 	 5 	 -1.036 	  0.831 	 -0.106
1 	 6 	 -0.680 	  0.919 	 -0.070
1 	 7 	 -0.297 	  0.968 	 -0.030
1 	 8 	  0.099 	  0.978 	  0.010
1 	 9 	  0.491 	  0.948 	  0.050
1 	 10 	  0.863 	  0.879 	  0.089
1 	 11 	  1.199 	  0.775 	  0.123
1 	 12 	  1.486 	  0.638 	  0.153
1 	 13 	  1.713 	  0.475 	  0.176
1 	 14 	  1.869 	  0.293 	  0.192
1 	 15 	  1.949 	  0.099 	  0.200
1 	 16 	  1.949 	 -0.099 	  0.200
1 	 17 	  1.869 	 -0.293 	  0.192
1 	 18 	  1.713 	 -0.475 	  0.176
1 	 19 	  1.486 	 -0.638 	  0.153
1 	 20 	  1.199 	 -0.775 	  0.123
1 	 21 	  0.863 	 -0.879 	  0.089
1 	 22 	  0.491 	 -0.948 	  0.050
1 	 23 	  0.099 	 -0.978 	  0.010
1 	 24 	 -0.297 	 -0.968 	 -0.030
1 	 25 	 -0.680 	 -0.919 	 -0.070
1 	 26 	 -1.036 	 -0.831 	 -0.106
1 	 27 	 -1.350 	 -0.710 	 -0.139
1 	 28 	 -1.608 	 -0.560 	 -0.165
1 	 29 	 -1.800 	 -0.386 	 -0.185
1 	 30 	 -1.919 	 -0.197 	 -0.197

2 	 0 	 -1.838 	  0.000 	 -0.394
2 	 1 	 -1.800 	  0.185 	 -0.386
2 	 2 	 -1.689 	  0.362 	 -0.362
2 	 3 	 -1.508 	  0.525 	 -0.324
2 	 4 	 -1.266 	  0.666 	 -0.272
2 	 5 	 -0.972 	  0.780 	 -0.209
2 	 6 	 -0.638 	  0.862 	 -0.137
2 	 7 	 -0.278 	  0.908 	 -0.060
2 	 8 	  0.093 	  0.918 	  0.020
2 	 9 	  0.461 	  0.890 	  0.099
2 	 10 	  0.809 	  0.825 	  0.174
2 	 11 	  1.125 	  0.727 	  0.241
2 	 12 	  1.395 	  0.599 	  0.299
2 	 13 	  1.607 	  0.446 	  0.345
2 	 14 	  1.754 	  0.275 	  0.376
2 	 15 	  1.828 	  0.093 	  0.392
2 	 16 	  1.828 	 -0.093 	  0.392
2 	 17 	  1.754 	 -0.275 	  0.376
2 	 18 	  1.607 	 -0.446 	  0.345
2 	 19 	  1.395 	 -0.599 	  0.299
2 	 20 	  1.125 	 -0.727 	  0.241
2 	 21 	  0.809 	 -0.825 	  0.174
2 	 22 	  0.461 	 -0.890 	  0.099
2 	 23 	  0.093 	 -0.918 	  0.020
2 	 24 	 -0.278 	 -0.908 	 -0.060
2 	 25 	 -0.638 	 -0.862 	 -0.137
2 	 26 	 -0.972 	 -0.780 	 -0.209
2 	 27 	 -1.266 	 -0.666 	 -0.272
2 	 28 	 -1.508 	 -0.525 	 -0.324
2 	 29 	 -1.689 	 -0.362 	 -0.362
2 	 30 	 -1.800 	 -0.185 	 -0.386

3 	 0 	 -1.642 	  0.000 	 -0.571
3 	 1 	 -1.608 	  0.165 	 -0.560
3 	 2 	 -1.508 	  0.324 	 -0.525
3 	 3 	 -1.347 	  0.469 	 -0.469
3 	 4 	 -1.131 	  0.595 	 -0.394
3 	 5 	 -0.868 	  0.697 	 -0.302
3 	 6 	 -0.570 	  0.770 	 -0.198
3 	 7 	 -0.249 	  0.811 	 -0.087
3 	 8 	  0.083 	  0.820 	  0.029
3 	 9 	  0.411 	  0.795 	  0.143
3 	 10 	  0.723 	  0.737 	  0.252
3 	 11 	  1.005 	  0.649 	  0.350
3 	 12 	  1.246 	  0.535 	  0.433
3 	 13 	  1.435 	  0.398 	  0.499
3 	 14 	  1.566 	  0.246 	  0.545
3 	 15 	  1.633 	  0.083 	  0.568
3 	 16 	  1.633 	 -0.083 	  0.568
3 	 17 	  1.566 	 -0.246 	  0.545
3 	 18 	  1.435 	 -0.398 	  0.499
3 	 19 	  1.246 	 -0.535 	  0.433
3 	 20 	  1.005 	 -0.649 	  0.350
3 	 21 	  0.723 	 -0.737 	  0.252
3 	 22 	  0.411 	 -0.795 	  0.143
3 	 23 	  0.083 	 -0.820 	  0.029
3 	 24 	 -0.249 	 -0.811 	 -0.087
3 	 25 	 -0.570 	 -0.770 	 -0.198
3 	 26 	 -0.868 	 -0.697 	 -0.302
3 	 27 	 -1.131 	 -0.595 	 -0.394
3 	 28 	 -1.347 	 -0.469 	 -0.469
3 	 29 	 -1.508 	 -0.324 	 -0.525
3 	 30 	 -1.608 	 -0.165 	 -0.560

4 	 0 	 -1.378 	  0.000 	 -0.725
4 	 1 	 -1.350 	  0.139 	 -0.710
4 	 2 	 -1.266 	  0.272 	 -0.666
4 	 3 	 -1.131 	  0.394 	 -0.595
4 	 4 	 -0.949 	  0.499 	 -0.499
4 	 5 	 -0.729 	  0.585 	 -0.383
4 	 6 	 -0.479 	  0.646 	 -0.252
4 	 7 	 -0.209 	  0.681 	 -0.110
4 	 8 	  0.070 	  0.688 	  0.037
4 	 9 	  0.345 	  0.667 	  0.182
4 	 10 	  0.607 	  0.619 	  0.319
4 	 11 	  0.843 	  0.545 	  0.444
4 	 12 	  1.046 	  0.449 	  0.550
4 	 13 	  1.205 	  0.334 	  0.634
4 	 14 	  1.315 	  0.206 	  0.692
4 	 15 	  1.371 	  0.070 	  0.721
4 	 16 	  1.371 	 -0.070 	  0.721
4 	 17 	  1.315 	 -0.206 	  0.692
4 	 18 	  1.205 	 -0.334 	  0.634
4 	 19 	  1.046 	 -0.449 	  0.550
4 	 20 	  0.843 	 -0.545 	  0.444
4 	 21 	  0.607 	 -0.619 	  0.319
4 	 22 	  0.345 	 -0.667 	  0.182
4 	 23 	  0.070 	 -0.688 	  0.037
4 	 24 	 -0.209 	 -0.681 	 -0.110
4 	 25 	 -0.479 	 -0.646 	 -0.252
4 	 26 	 -0.729 	 -0.585 	 -0.383
4 	 27 	 -0.949 	 -0.499 	 -0.499
4 	 28 	 -1.131 	 -0.394 	 -0.595
4 	 29 	 -1.266 	 -0.272 	 -0.666
4 	 30 	 -1.350 	 -0.139 	 -0.710

5 	 0 	 -1.058 	  0.000 	 -0.849
5 	 1 	 -1.036 	  0.106 	 -0.831
5 	 2 	 -0.972 	  0.209 	 -0.780
5 	 3 	 -0.868 	  0.302 	 -0.697
5 	 4 	 -0.729 	  0.383 	 -0.585
5 	 5 	 -0.560 	  0.449 	 -0.449
5 	 6 	 -0.367 	  0.496 	 -0.295
5 	 7 	 -0.160 	  0.523 	 -0.129
5 	 8 	  0.054 	  0.528 	  0.043
5 	 9 	  0.265 	  0.512 	  0.213
5 	 10 	  0.466 	  0.475 	  0.374
